item_id,store_id,dept_id,demand_band,forecast_origin,target_date,horizon_day,forecast
FOODS_1_017,WI_3,FOODS_1,low,2016-05-22,2016-06-10,19,0.8342506079891974
FOODS_1_020,WI_3,FOODS_1,medium,2016-05-22,2016-06-10,19,1.3347159753457862
FOODS_1_042,WI_3,FOODS_1,high,2016-05-22,2016-06-10,19,2.195167574442092
FOODS_1_082,WI_3,FOODS_1,high,2016-05-22,2016-06-10,19,8.877467569607079
FOODS_1_086,WI_3,FOODS_1,high,2016-05-22,2016-06-10,19,2.2703679994781365
FOODS_1_089,WI_3,FOODS_1,low,2016-05-22,2016-06-10,19,0.4118032760846199
FOODS_1_099,WI_3,FOODS_1,high,2016-05-22,2016-06-10,19,2.5738658522932836
FOODS_1_112,WI_3,FOODS_1,medium,2016-05-22,2016-06-10,19,0.3424248026891548
FOODS_1_135,WI_3,FOODS_1,low,2016-05-22,2016-06-10,19,0.40527664776952904
FOODS_1_155,WI_3,FOODS_1,medium,2016-05-22,2016-06-10,19,1.2071906068289382
FOODS_1_156,WI_3,FOODS_1,low,2016-05-22,2016-06-10,19,0.5780171310958282
FOODS_1_172,WI_3,FOODS_1,high,2016-05-22,2016-06-10,19,2.7726264401816607
FOODS_1_175,WI_3,FOODS_1,medium,2016-05-22,2016-06-10,19,0.3841594371011693
FOODS_1_210,WI_3,FOODS_1,medium,2016-05-22,2016-06-10,19,2.3481490352316383
FOODS_1_214,WI_3,FOODS_1,low,2016-05-22,2016-06-10,19,0.48473395114997697
FOODS_2_021,WI_3,FOODS_2,high,2016-05-22,2016-06-10,19,5.8035961236012925
FOODS_2_024,WI_3,FOODS_2,medium,2016-05-22,2016-06-10,19,0.5883360742459253
FOODS_2_028,WI_3,FOODS_2,low,2016-05-22,2016-06-10,19,0.7138198947702276
FOODS_2_040,WI_3,FOODS_2,low,2016-05-22,2016-06-10,19,0.6840853798954146
FOODS_2_059,WI_3,FOODS_2,high,2016-05-22,2016-06-10,19,2.9464364382372255
FOODS_2_072,WI_3,FOODS_2,medium,2016-05-22,2016-06-10,19,1.3504277104581834
FOODS_2_095,WI_3,FOODS_2,low,2016-05-22,2016-06-10,19,1.4156401601504929
FOODS_2_116,WI_3,FOODS_2,high,2016-05-22,2016-06-10,19,0.9485173608411025
FOODS_2_136,WI_3,FOODS_2,medium,2016-05-22,2016-06-10,19,2.608944864624923
FOODS_2_139,WI_3,FOODS_2,high,2016-05-22,2016-06-10,19,1.0757823199037726
FOODS_2_146,WI_3,FOODS_2,medium,2016-05-22,2016-06-10,19,0.7877215146347625
FOODS_2_150,WI_3,FOODS_2,high,2016-05-22,2016-06-10,19,1.4789692736746929
FOODS_2_170,WI_3,FOODS_2,medium,2016-05-22,2016-06-10,19,1.583365729141502
FOODS_2_178,WI_3,FOODS_2,low,2016-05-22,2016-06-10,19,1.106286857909464
FOODS_2_180,WI_3,FOODS_2,low,2016-05-22,2016-06-10,19,0.9103134670276735
FOODS_2_184,WI_3,FOODS_2,high,2016-05-22,2016-06-10,19,0.7614270648390818
FOODS_2_209,WI_3,FOODS_2,low,2016-05-22,2016-06-10,19,0.8344617380639675
FOODS_2_218,WI_3,FOODS_2,low,2016-05-22,2016-06-10,19,0.41427080667143723
FOODS_2_251,WI_3,FOODS_2,medium,2016-05-22,2016-06-10,19,2.411699109793205
FOODS_2_301,WI_3,FOODS_2,low,2016-05-22,2016-06-10,19,1.0684203185563683
FOODS_2_302,WI_3,FOODS_2,medium,2016-05-22,2016-06-10,19,2.0680616488777637
FOODS_2_304,WI_3,FOODS_2,medium,2016-05-22,2016-06-10,19,1.6655637956622023
FOODS_2_322,WI_3,FOODS_2,high,2016-05-22,2016-06-10,19,4.064571398035599
FOODS_2_336,WI_3,FOODS_2,low,2016-05-22,2016-06-10,19,0.9346192554927596
FOODS_2_339,WI_3,FOODS_2,medium,2016-05-22,2016-06-10,19,2.244400420873687
FOODS_2_357,WI_3,FOODS_2,high,2016-05-22,2016-06-10,19,4.319016655172648
FOODS_2_360,WI_3,FOODS_2,high,2016-05-22,2016-06-10,19,17.647215822988894
FOODS_2_367,WI_3,FOODS_2,medium,2016-05-22,2016-06-10,19,0.47311759193270014
FOODS_3_026,WI_3,FOODS_3,high,2016-05-22,2016-06-10,19,2.2135085052820718
FOODS_3_048,WI_3,FOODS_3,medium,2016-05-22,2016-06-10,19,3.928137521002778
FOODS_3_053,WI_3,FOODS_3,medium,2016-05-22,2016-06-10,19,0.5066436222461245
FOODS_3_068,WI_3,FOODS_3,low,2016-05-22,2016-06-10,19,0.2334919369941768
FOODS_3_074,WI_3,FOODS_3,medium,2016-05-22,2016-06-10,19,0.7381338148235917
FOODS_3_089,WI_3,FOODS_3,high,2016-05-22,2016-06-10,19,1.5934654658725027
FOODS_3_096,WI_3,FOODS_3,medium,2016-05-22,2016-06-10,19,0.5614204041281083
FOODS_3_099,WI_3,FOODS_3,high,2016-05-22,2016-06-10,19,9.77706222128639
FOODS_3_113,WI_3,FOODS_3,high,2016-05-22,2016-06-10,19,3.1299006973194445
FOODS_3_123,WI_3,FOODS_3,low,2016-05-22,2016-06-10,19,0.35024263682672396
FOODS_3_135,WI_3,FOODS_3,high,2016-05-22,2016-06-10,19,8.19166714317591
FOODS_3_179,WI_3,FOODS_3,low,2016-05-22,2016-06-10,19,0.19924111408795395
FOODS_3_187,WI_3,FOODS_3,medium,2016-05-22,2016-06-10,19,1.6671921715082878
FOODS_3_223,WI_3,FOODS_3,low,2016-05-22,2016-06-10,19,0.9609512479825287
FOODS_3_240,WI_3,FOODS_3,low,2016-05-22,2016-06-10,19,0.3799519965584092
FOODS_3_249,WI_3,FOODS_3,medium,2016-05-22,2016-06-10,19,0.8463022663186935
FOODS_3_263,WI_3,FOODS_3,high,2016-05-22,2016-06-10,19,11.451379817063216
FOODS_3_276,WI_3,FOODS_3,high,2016-05-22,2016-06-10,19,0.0
FOODS_3_312,WI_3,FOODS_3,low,2016-05-22,2016-06-10,19,0.575950102711456
FOODS_3_319,WI_3,FOODS_3,high,2016-05-22,2016-06-10,19,0.0
FOODS_3_321,WI_3,FOODS_3,high,2016-05-22,2016-06-10,19,5.238729653352077
FOODS_3_327,WI_3,FOODS_3,high,2016-05-22,2016-06-10,19,1.8990863723227778
FOODS_3_329,WI_3,FOODS_3,high,2016-05-22,2016-06-10,19,19.82184952615038
FOODS_3_340,WI_3,FOODS_3,low,2016-05-22,2016-06-10,19,0.5407219864963172
FOODS_3_354,WI_3,FOODS_3,low,2016-05-22,2016-06-10,19,0.5310751153641654
FOODS_3_360,WI_3,FOODS_3,medium,2016-05-22,2016-06-10,19,0.33037681501502386
FOODS_3_383,WI_3,FOODS_3,high,2016-05-22,2016-06-10,19,2.0710610718012656
FOODS_3_387,WI_3,FOODS_3,medium,2016-05-22,2016-06-10,19,0.9449728771444483
FOODS_3_432,WI_3,FOODS_3,high,2016-05-22,2016-06-10,19,1.0167413069406899
FOODS_3_467,WI_3,FOODS_3,medium,2016-05-22,2016-06-10,19,1.1625011866010568
FOODS_3_470,WI_3,FOODS_3,medium,2016-05-22,2016-06-10,19,1.1471939571671308
FOODS_3_479,WI_3,FOODS_3,medium,2016-05-22,2016-06-10,19,0.7217425764173432
FOODS_3_480,WI_3,FOODS_3,medium,2016-05-22,2016-06-10,19,0.5175802012166122
FOODS_3_482,WI_3,FOODS_3,low,2016-05-22,2016-06-10,19,0.35402452707830967
FOODS_3_501,WI_3,FOODS_3,high,2016-05-22,2016-06-10,19,8.83682695744785
FOODS_3_511,WI_3,FOODS_3,high,2016-05-22,2016-06-10,19,8.139220849440603
FOODS_3_520,WI_3,FOODS_3,medium,2016-05-22,2016-06-10,19,0.48542119756092006
FOODS_3_532,WI_3,FOODS_3,medium,2016-05-22,2016-06-10,19,2.4003234407687724
FOODS_3_539,WI_3,FOODS_3,low,2016-05-22,2016-06-10,19,0.5057433916385772
FOODS_3_550,WI_3,FOODS_3,low,2016-05-22,2016-06-10,19,0.4426875840637745
FOODS_3_558,WI_3,FOODS_3,low,2016-05-22,2016-06-10,19,0.37026740774607597
FOODS_3_601,WI_3,FOODS_3,low,2016-05-22,2016-06-10,19,0.341457349420153
FOODS_3_611,WI_3,FOODS_3,high,2016-05-22,2016-06-10,19,0.5865219813879949
FOODS_3_616,WI_3,FOODS_3,medium,2016-05-22,2016-06-10,19,0.6468128740521587
FOODS_3_635,WI_3,FOODS_3,high,2016-05-22,2016-06-10,19,0.0
FOODS_3_640,WI_3,FOODS_3,low,2016-05-22,2016-06-10,19,1.2378120582645207
FOODS_3_641,WI_3,FOODS_3,low,2016-05-22,2016-06-10,19,0.6105657101411991
FOODS_3_648,WI_3,FOODS_3,medium,2016-05-22,2016-06-10,19,0.9524020900951007
FOODS_3_658,WI_3,FOODS_3,low,2016-05-22,2016-06-10,19,0.5373427005810351
FOODS_3_661,WI_3,FOODS_3,high,2016-05-22,2016-06-10,19,3.3554700238126958
FOODS_3_666,WI_3,FOODS_3,medium,2016-05-22,2016-06-10,19,0.9178267316154028
FOODS_3_677,WI_3,FOODS_3,low,2016-05-22,2016-06-10,19,0.30632457845368155
FOODS_3_709,WI_3,FOODS_3,low,2016-05-22,2016-06-10,19,1.3865823435919176
FOODS_3_724,WI_3,FOODS_3,low,2016-05-22,2016-06-10,19,0.19673146454310048
FOODS_3_795,WI_3,FOODS_3,medium,2016-05-22,2016-06-10,19,1.635613360184805
FOODS_3_801,WI_3,FOODS_3,high,2016-05-22,2016-06-10,19,3.3536381611758617
FOODS_3_817,WI_3,FOODS_3,medium,2016-05-22,2016-06-10,19,0.27546923697027625
FOODS_1_017,CA_1,FOODS_1,low,2016-05-22,2016-06-11,20,1.5553276000188674
FOODS_1_020,CA_1,FOODS_1,medium,2016-05-22,2016-06-11,20,1.754744567860725
FOODS_1_042,CA_1,FOODS_1,high,2016-05-22,2016-06-11,20,3.0834141693269608
FOODS_1_082,CA_1,FOODS_1,high,2016-05-22,2016-06-11,20,8.043534252835894
FOODS_1_086,CA_1,FOODS_1,high,2016-05-22,2016-06-11,20,4.72299737246266
FOODS_1_089,CA_1,FOODS_1,low,2016-05-22,2016-06-11,20,0.7300000648198336
FOODS_1_099,CA_1,FOODS_1,high,2016-05-22,2016-06-11,20,7.132729385327858
FOODS_1_112,CA_1,FOODS_1,medium,2016-05-22,2016-06-11,20,1.8271495197341232
FOODS_1_135,CA_1,FOODS_1,low,2016-05-22,2016-06-11,20,1.450219508888718
FOODS_1_155,CA_1,FOODS_1,medium,2016-05-22,2016-06-11,20,0.611590842275772
FOODS_1_156,CA_1,FOODS_1,low,2016-05-22,2016-06-11,20,1.5235245001530437
FOODS_1_172,CA_1,FOODS_1,high,2016-05-22,2016-06-11,20,1.622510567781965
FOODS_1_175,CA_1,FOODS_1,medium,2016-05-22,2016-06-11,20,1.510323453068894
FOODS_1_210,CA_1,FOODS_1,medium,2016-05-22,2016-06-11,20,2.474247087991757
FOODS_1_214,CA_1,FOODS_1,low,2016-05-22,2016-06-11,20,1.1781507471628863
FOODS_2_021,CA_1,FOODS_2,high,2016-05-22,2016-06-11,20,7.318591021632208
FOODS_2_024,CA_1,FOODS_2,medium,2016-05-22,2016-06-11,20,1.6163150954348178
FOODS_2_028,CA_1,FOODS_2,low,2016-05-22,2016-06-11,20,0.3617804367029397
FOODS_2_040,CA_1,FOODS_2,low,2016-05-22,2016-06-11,20,0.816718926720078
FOODS_2_059,CA_1,FOODS_2,high,2016-05-22,2016-06-11,20,1.8908821025985898
FOODS_2_072,CA_1,FOODS_2,medium,2016-05-22,2016-06-11,20,0.7847169288462145
FOODS_2_095,CA_1,FOODS_2,low,2016-05-22,2016-06-11,20,0.8897291303460749
FOODS_2_116,CA_1,FOODS_2,high,2016-05-22,2016-06-11,20,1.096206733032235
FOODS_2_136,CA_1,FOODS_2,medium,2016-05-22,2016-06-11,20,0.6560198563961569
FOODS_2_139,CA_1,FOODS_2,high,2016-05-22,2016-06-11,20,1.5590153409493117
FOODS_2_146,CA_1,FOODS_2,medium,2016-05-22,2016-06-11,20,1.355374706373985
FOODS_2_150,CA_1,FOODS_2,high,2016-05-22,2016-06-11,20,2.4842955815455054
FOODS_2_170,CA_1,FOODS_2,medium,2016-05-22,2016-06-11,20,1.7915285462827157
FOODS_2_178,CA_1,FOODS_2,low,2016-05-22,2016-06-11,20,0.877611970265973
FOODS_2_180,CA_1,FOODS_2,low,2016-05-22,2016-06-11,20,0.3729112758775077
FOODS_2_184,CA_1,FOODS_2,high,2016-05-22,2016-06-11,20,1.1382441363684177
FOODS_2_209,CA_1,FOODS_2,low,2016-05-22,2016-06-11,20,0.4691165671684619
FOODS_2_218,CA_1,FOODS_2,low,2016-05-22,2016-06-11,20,0.9737921492856136
FOODS_2_251,CA_1,FOODS_2,medium,2016-05-22,2016-06-11,20,0.8074275304884327
FOODS_2_301,CA_1,FOODS_2,low,2016-05-22,2016-06-11,20,0.9936186531469863
FOODS_2_302,CA_1,FOODS_2,medium,2016-05-22,2016-06-11,20,1.28950867771091
FOODS_2_304,CA_1,FOODS_2,medium,2016-05-22,2016-06-11,20,2.637692216844338
FOODS_2_322,CA_1,FOODS_2,high,2016-05-22,2016-06-11,20,0.6928156880910262
FOODS_2_336,CA_1,FOODS_2,low,2016-05-22,2016-06-11,20,0.48606249612747626
FOODS_2_339,CA_1,FOODS_2,medium,2016-05-22,2016-06-11,20,0.9892663752333174
FOODS_2_357,CA_1,FOODS_2,high,2016-05-22,2016-06-11,20,2.5904576792018275
FOODS_2_360,CA_1,FOODS_2,high,2016-05-22,2016-06-11,20,11.269555998841598
FOODS_2_367,CA_1,FOODS_2,medium,2016-05-22,2016-06-11,20,0.7144424379107083
FOODS_3_026,CA_1,FOODS_3,high,2016-05-22,2016-06-11,20,1.6132195556097115
FOODS_3_048,CA_1,FOODS_3,medium,2016-05-22,2016-06-11,20,1.9123011400012857
FOODS_3_053,CA_1,FOODS_3,medium,2016-05-22,2016-06-11,20,3.4080794208354086
FOODS_3_068,CA_1,FOODS_3,low,2016-05-22,2016-06-11,20,0.4195168592703292
FOODS_3_074,CA_1,FOODS_3,medium,2016-05-22,2016-06-11,20,1.7506432649565475
FOODS_3_089,CA_1,FOODS_3,high,2016-05-22,2016-06-11,20,0.9214697022229679
FOODS_3_096,CA_1,FOODS_3,medium,2016-05-22,2016-06-11,20,1.1197394940226084
FOODS_3_099,CA_1,FOODS_3,high,2016-05-22,2016-06-11,20,15.404404196977982
FOODS_3_113,CA_1,FOODS_3,high,2016-05-22,2016-06-11,20,4.223177591553309
FOODS_3_123,CA_1,FOODS_3,low,2016-05-22,2016-06-11,20,2.3024365678408425
FOODS_3_135,CA_1,FOODS_3,high,2016-05-22,2016-06-11,20,6.268010093202141
FOODS_3_179,CA_1,FOODS_3,low,2016-05-22,2016-06-11,20,1.0347339984054724
FOODS_3_187,CA_1,FOODS_3,medium,2016-05-22,2016-06-11,20,1.241708710511239
FOODS_3_223,CA_1,FOODS_3,low,2016-05-22,2016-06-11,20,1.2127597076228278
FOODS_3_240,CA_1,FOODS_3,low,2016-05-22,2016-06-11,20,0.9767654782167927
FOODS_3_249,CA_1,FOODS_3,medium,2016-05-22,2016-06-11,20,3.6388862849793187
FOODS_3_263,CA_1,FOODS_3,high,2016-05-22,2016-06-11,20,9.251455379607316
FOODS_3_276,CA_1,FOODS_3,high,2016-05-22,2016-06-11,20,0.0
FOODS_3_312,CA_1,FOODS_3,low,2016-05-22,2016-06-11,20,1.23824371882028
FOODS_3_319,CA_1,FOODS_3,high,2016-05-22,2016-06-11,20,0.0
FOODS_3_321,CA_1,FOODS_3,high,2016-05-22,2016-06-11,20,5.341992157951004
FOODS_3_327,CA_1,FOODS_3,high,2016-05-22,2016-06-11,20,2.33447337608396
FOODS_3_329,CA_1,FOODS_3,high,2016-05-22,2016-06-11,20,19.841434679575112
FOODS_3_340,CA_1,FOODS_3,low,2016-05-22,2016-06-11,20,0.6191887086816231
FOODS_3_354,CA_1,FOODS_3,low,2016-05-22,2016-06-11,20,0.19676768642356832
FOODS_3_360,CA_1,FOODS_3,medium,2016-05-22,2016-06-11,20,0.2595681759467753
FOODS_3_383,CA_1,FOODS_3,high,2016-05-22,2016-06-11,20,4.018626759908574
FOODS_3_387,CA_1,FOODS_3,medium,2016-05-22,2016-06-11,20,1.599793907961154
FOODS_3_432,CA_1,FOODS_3,high,2016-05-22,2016-06-11,20,0.5232788872569827
FOODS_3_467,CA_1,FOODS_3,medium,2016-05-22,2016-06-11,20,1.3438223449677267
FOODS_3_470,CA_1,FOODS_3,medium,2016-05-22,2016-06-11,20,0.8776295289303526
FOODS_3_479,CA_1,FOODS_3,medium,2016-05-22,2016-06-11,20,0.7449826713170475
FOODS_3_480,CA_1,FOODS_3,medium,2016-05-22,2016-06-11,20,1.2838396735258193
FOODS_3_482,CA_1,FOODS_3,low,2016-05-22,2016-06-11,20,2.424511084847463
FOODS_3_501,CA_1,FOODS_3,high,2016-05-22,2016-06-11,20,24.4466676975922
FOODS_3_511,CA_1,FOODS_3,high,2016-05-22,2016-06-11,20,26.35851143846972
FOODS_3_520,CA_1,FOODS_3,medium,2016-05-22,2016-06-11,20,0.6972422354216912
FOODS_3_532,CA_1,FOODS_3,medium,2016-05-22,2016-06-11,20,1.8657334392603873
FOODS_3_539,CA_1,FOODS_3,low,2016-05-22,2016-06-11,20,0.6641253034537907
FOODS_3_550,CA_1,FOODS_3,low,2016-05-22,2016-06-11,20,0.2937495164538291
FOODS_3_558,CA_1,FOODS_3,low,2016-05-22,2016-06-11,20,0.6697084643976146
FOODS_3_601,CA_1,FOODS_3,low,2016-05-22,2016-06-11,20,0.1758956789526113
FOODS_3_611,CA_1,FOODS_3,high,2016-05-22,2016-06-11,20,1.4640952508665543
FOODS_3_616,CA_1,FOODS_3,medium,2016-05-22,2016-06-11,20,1.2264137926889813
FOODS_3_635,CA_1,FOODS_3,high,2016-05-22,2016-06-11,20,0.0
FOODS_3_640,CA_1,FOODS_3,low,2016-05-22,2016-06-11,20,2.4096534337231867
FOODS_3_641,CA_1,FOODS_3,low,2016-05-22,2016-06-11,20,3.109436197985601
FOODS_3_648,CA_1,FOODS_3,medium,2016-05-22,2016-06-11,20,0.8368605402800495
FOODS_3_658,CA_1,FOODS_3,low,2016-05-22,2016-06-11,20,0.8935918600172933
FOODS_3_661,CA_1,FOODS_3,high,2016-05-22,2016-06-11,20,4.312296549386566
FOODS_3_666,CA_1,FOODS_3,medium,2016-05-22,2016-06-11,20,1.1846858145209758
FOODS_3_677,CA_1,FOODS_3,low,2016-05-22,2016-06-11,20,0.6768857691466265
FOODS_3_709,CA_1,FOODS_3,low,2016-05-22,2016-06-11,20,0.38754374399779384
FOODS_3_724,CA_1,FOODS_3,low,2016-05-22,2016-06-11,20,0.527177488695182
FOODS_3_795,CA_1,FOODS_3,medium,2016-05-22,2016-06-11,20,3.541505846308176
FOODS_3_801,CA_1,FOODS_3,high,2016-05-22,2016-06-11,20,1.7196941676065916
FOODS_3_817,CA_1,FOODS_3,medium,2016-05-22,2016-06-11,20,0.6839533835959174
FOODS_1_017,TX_2,FOODS_1,low,2016-05-22,2016-06-11,20,0.41263646184096603
FOODS_1_020,TX_2,FOODS_1,medium,2016-05-22,2016-06-11,20,0.6422112255173628
FOODS_1_042,TX_2,FOODS_1,high,2016-05-22,2016-06-11,20,5.488574604521128
FOODS_1_082,TX_2,FOODS_1,high,2016-05-22,2016-06-11,20,2.243011126546151
FOODS_1_086,TX_2,FOODS_1,high,2016-05-22,2016-06-11,20,0.34135094542826966
FOODS_1_089,TX_2,FOODS_1,low,2016-05-22,2016-06-11,20,0.4198137134142365
FOODS_1_099,TX_2,FOODS_1,high,2016-05-22,2016-06-11,20,7.882602907392206
FOODS_1_112,TX_2,FOODS_1,medium,2016-05-22,2016-06-11,20,0.6013990613580866
FOODS_1_135,TX_2,FOODS_1,low,2016-05-22,2016-06-11,20,0.255332630143346
FOODS_1_155,TX_2,FOODS_1,medium,2016-05-22,2016-06-11,20,1.6196507929412107
FOODS_1_156,TX_2,FOODS_1,low,2016-05-22,2016-06-11,20,0.3695270129486103
FOODS_1_172,TX_2,FOODS_1,high,2016-05-22,2016-06-11,20,3.6397466757522787
FOODS_1_175,TX_2,FOODS_1,medium,2016-05-22,2016-06-11,20,0.6238524130717081
FOODS_1_210,TX_2,FOODS_1,medium,2016-05-22,2016-06-11,20,4.690449815067045
FOODS_1_214,TX_2,FOODS_1,low,2016-05-22,2016-06-11,20,0.36320534020255885
FOODS_2_021,TX_2,FOODS_2,high,2016-05-22,2016-06-11,20,0.5311380528406364
FOODS_2_024,TX_2,FOODS_2,medium,2016-05-22,2016-06-11,20,0.18037667099508478
FOODS_2_028,TX_2,FOODS_2,low,2016-05-22,2016-06-11,20,1.1725559590324626
FOODS_2_040,TX_2,FOODS_2,low,2016-05-22,2016-06-11,20,0.08216596839780069
FOODS_2_059,TX_2,FOODS_2,high,2016-05-22,2016-06-11,20,1.9269128689067834
FOODS_2_072,TX_2,FOODS_2,medium,2016-05-22,2016-06-11,20,0.48864061645952733
FOODS_2_095,TX_2,FOODS_2,low,2016-05-22,2016-06-11,20,0.5060165339041168
FOODS_2_116,TX_2,FOODS_2,high,2016-05-22,2016-06-11,20,0.6572229137419152
FOODS_2_136,TX_2,FOODS_2,medium,2016-05-22,2016-06-11,20,0.41040287719051427
FOODS_2_139,TX_2,FOODS_2,high,2016-05-22,2016-06-11,20,1.5089452362379328
FOODS_2_146,TX_2,FOODS_2,medium,2016-05-22,2016-06-11,20,0.9230922795981096
FOODS_2_150,TX_2,FOODS_2,high,2016-05-22,2016-06-11,20,1.1413087323526772
FOODS_2_170,TX_2,FOODS_2,medium,2016-05-22,2016-06-11,20,1.4299995758280135
FOODS_2_178,TX_2,FOODS_2,low,2016-05-22,2016-06-11,20,0.47002021275809774
FOODS_2_180,TX_2,FOODS_2,low,2016-05-22,2016-06-11,20,2.230442203892117
FOODS_2_184,TX_2,FOODS_2,high,2016-05-22,2016-06-11,20,2.4324753683683085
FOODS_2_209,TX_2,FOODS_2,low,2016-05-22,2016-06-11,20,0.0
FOODS_2_218,TX_2,FOODS_2,low,2016-05-22,2016-06-11,20,0.013207915332922796
FOODS_2_251,TX_2,FOODS_2,medium,2016-05-22,2016-06-11,20,1.603636322802871
FOODS_2_301,TX_2,FOODS_2,low,2016-05-22,2016-06-11,20,1.4624431151464825
FOODS_2_302,TX_2,FOODS_2,medium,2016-05-22,2016-06-11,20,0.9015006212003512
FOODS_2_304,TX_2,FOODS_2,medium,2016-05-22,2016-06-11,20,1.814223113315757
FOODS_2_322,TX_2,FOODS_2,high,2016-05-22,2016-06-11,20,3.440733982612298
FOODS_2_336,TX_2,FOODS_2,low,2016-05-22,2016-06-11,20,0.3954426100683884
FOODS_2_339,TX_2,FOODS_2,medium,2016-05-22,2016-06-11,20,0.6101197972204828
FOODS_2_357,TX_2,FOODS_2,high,2016-05-22,2016-06-11,20,1.8575910524540429
FOODS_2_360,TX_2,FOODS_2,high,2016-05-22,2016-06-11,20,10.107154184812059
FOODS_2_367,TX_2,FOODS_2,medium,2016-05-22,2016-06-11,20,0.0
FOODS_3_026,TX_2,FOODS_3,high,2016-05-22,2016-06-11,20,1.4844849634613921
FOODS_3_048,TX_2,FOODS_3,medium,2016-05-22,2016-06-11,20,2.531306695467019
FOODS_3_053,TX_2,FOODS_3,medium,2016-05-22,2016-06-11,20,0.9880474021636766
FOODS_3_068,TX_2,FOODS_3,low,2016-05-22,2016-06-11,20,0.5432947587329494
FOODS_3_074,TX_2,FOODS_3,medium,2016-05-22,2016-06-11,20,1.5061594916079142
FOODS_3_089,TX_2,FOODS_3,high,2016-05-22,2016-06-11,20,0.9030080859208632
FOODS_3_096,TX_2,FOODS_3,medium,2016-05-22,2016-06-11,20,0.6492224842003649
FOODS_3_099,TX_2,FOODS_3,high,2016-05-22,2016-06-11,20,17.490267397932204
FOODS_3_113,TX_2,FOODS_3,high,2016-05-22,2016-06-11,20,0.904366955888617
FOODS_3_123,TX_2,FOODS_3,low,2016-05-22,2016-06-11,20,0.44490878296800884
FOODS_3_135,TX_2,FOODS_3,high,2016-05-22,2016-06-11,20,13.549615808503182
FOODS_3_179,TX_2,FOODS_3,low,2016-05-22,2016-06-11,20,0.33766804948105955
FOODS_3_187,TX_2,FOODS_3,medium,2016-05-22,2016-06-11,20,1.0227541282283206
FOODS_3_223,TX_2,FOODS_3,low,2016-05-22,2016-06-11,20,0.3913497305367031
FOODS_3_240,TX_2,FOODS_3,low,2016-05-22,2016-06-11,20,0.17563208239647413
FOODS_3_249,TX_2,FOODS_3,medium,2016-05-22,2016-06-11,20,2.0041497649089335
FOODS_3_263,TX_2,FOODS_3,high,2016-05-22,2016-06-11,20,14.892050371293745
FOODS_3_276,TX_2,FOODS_3,high,2016-05-22,2016-06-11,20,0.0
FOODS_3_312,TX_2,FOODS_3,low,2016-05-22,2016-06-11,20,0.7225327723236409
FOODS_3_319,TX_2,FOODS_3,high,2016-05-22,2016-06-11,20,0.0
FOODS_3_321,TX_2,FOODS_3,high,2016-05-22,2016-06-11,20,9.257286801311093
FOODS_3_327,TX_2,FOODS_3,high,2016-05-22,2016-06-11,20,4.06781744660575
FOODS_3_329,TX_2,FOODS_3,high,2016-05-22,2016-06-11,20,17.75808794474337
FOODS_3_340,TX_2,FOODS_3,low,2016-05-22,2016-06-11,20,0.6787470879521157
FOODS_3_354,TX_2,FOODS_3,low,2016-05-22,2016-06-11,20,0.6248438240291574
FOODS_3_360,TX_2,FOODS_3,medium,2016-05-22,2016-06-11,20,0.4528719948453031
FOODS_3_383,TX_2,FOODS_3,high,2016-05-22,2016-06-11,20,2.3099073437068562
FOODS_3_387,TX_2,FOODS_3,medium,2016-05-22,2016-06-11,20,1.1129375559436432
FOODS_3_432,TX_2,FOODS_3,high,2016-05-22,2016-06-11,20,1.8289670127902498
FOODS_3_467,TX_2,FOODS_3,medium,2016-05-22,2016-06-11,20,0.79288974116998
FOODS_3_470,TX_2,FOODS_3,medium,2016-05-22,2016-06-11,20,0.5851877707509808
FOODS_3_479,TX_2,FOODS_3,medium,2016-05-22,2016-06-11,20,0.9958535348574956
FOODS_3_480,TX_2,FOODS_3,medium,2016-05-22,2016-06-11,20,0.8277898631230919
FOODS_3_482,TX_2,FOODS_3,low,2016-05-22,2016-06-11,20,1.0478654220870667
FOODS_3_501,TX_2,FOODS_3,high,2016-05-22,2016-06-11,20,13.538256235610405
FOODS_3_511,TX_2,FOODS_3,high,2016-05-22,2016-06-11,20,11.123067863064383
FOODS_3_520,TX_2,FOODS_3,medium,2016-05-22,2016-06-11,20,1.1762327117532307
FOODS_3_532,TX_2,FOODS_3,medium,2016-05-22,2016-06-11,20,1.6884450512726061
FOODS_3_539,TX_2,FOODS_3,low,2016-05-22,2016-06-11,20,0.3655942008761967
FOODS_3_550,TX_2,FOODS_3,low,2016-05-22,2016-06-11,20,0.30544618038136445
FOODS_3_558,TX_2,FOODS_3,low,2016-05-22,2016-06-11,20,0.17840531692230993
FOODS_3_601,TX_2,FOODS_3,low,2016-05-22,2016-06-11,20,0.15923721748281944
FOODS_3_611,TX_2,FOODS_3,high,2016-05-22,2016-06-11,20,2.629336081643913
FOODS_3_616,TX_2,FOODS_3,medium,2016-05-22,2016-06-11,20,2.195681785102329
FOODS_3_635,TX_2,FOODS_3,high,2016-05-22,2016-06-11,20,0.0
FOODS_3_640,TX_2,FOODS_3,low,2016-05-22,2016-06-11,20,0.7924452805923562
FOODS_3_641,TX_2,FOODS_3,low,2016-05-22,2016-06-11,20,0.3550984804193192
FOODS_3_648,TX_2,FOODS_3,medium,2016-05-22,2016-06-11,20,1.554533121583825
